# Archive/proxy
#	Ice core
#--------------------
# Contribution Date
#	Date: 2012-03-13 18:14:41
#--------------------
# Title
#	Study Name: GRIP  Ice core d18O
#--------------------
#	Investigators: 
#--------------------
# Description and Notes
#--------------------
# Publication
#	Citation: Vinther, B.M. and Jones, P.D. and Briffa, K.R. and Clausen, H.B. and Andersen, K.K. and Dahl-Jensen, D. and Johnsen, S.J.
#	Journal Name: Quaternary Science Reviews
#	Published Title: Climatic signals in multiple highly resolved stable isotope records from Greenland
#	Published Date: 2010
#	DOI: 10.1016/j.quascirev.2009.11.002
#	Abstract: 
#----------------------
#	Science Keywords: PAGES 2k Network, PAGES Arctic 2k, Arctic 2k, temperature, annual resolution
#-------------------- 
# Site Name
#	Region: Greenland
#	Country: 
#	Northmost Latitude: 72.58
# 	Southmost Latitude: 72.58
# 	Eastmost Longitute: -37.64
# 	Westmost Longitute: -37.64
# 	Elevation: 3230
#------------------
# Data Collection  
#	Core Name: GRIP
#	First Year: 1
#	Last Year: 1979
#	Time Unit: AD
#------------------
#  Searchable Controlled Keywords
#	>ice core>oxygen isotopes>delta 18O per mille 
#----------------
# Variables 
#	age_AD	Age (years AD)
#	d18OiceSMOW	delta18O ice (per mil SMOW)
# 
age_AD	d18OiceSMOW
1513	-38.65
1512	-37.36
1511	-39.3
1510	-35.92
1509	-36.63
1508	-38.31
1507	-36.28
1506	-39.47
1505	-36.64
1504	-37.65
1503	-38
1502	-37.37
1501	-37.15
1500	-39.07
1499	-37.71
1498	-39.39
1497	-38.62
1496	-37.14
1495	-36.22
1494	-41.01
1493	-37.68
1492	-39.32
1491	-37.21
1490	-38.9
1489	-35.45
1488	-38.6
1487	-38.22
1486	-39.22
1485	-37.16
1484	-38.42
1483	-37.18
1482	-36.25
1481	-37.26
1480	-38.4
1479	-37.58
1478	-40.52
1477	-36.94
1476	-38.4
1475	-40.45
1474	-39.5
1473	-37.61
1472	-41.57
1471	-39.91
1470	-36.98
1469	-36.39
1468	-40.38
1467	-39.69
1466	-36.16
1465	-38.25
1464	-35.95
1463	-39
1462	-34.79
1461	-37.81
1460	-39.33
1459	-36.94
1458	-38.89
1457	-37.01
1456	-38.22
1455	-39.76
1454	-38.69
1453	-40.11
1452	-37.43
1451	-37.64
1450	-39.04
1449	-39.87
1448	-35.54
1447	-36.68
1446	-36.47
1445	-33.73
1444	-37.61
1443	-36.34
1442	-38.72
1441	-38.06
1440	-38.6
1439	-38.36
1438	-39.42
1437	-40.86
1436	-38.2
1435	-35.65
1434	-40.56
1433	-37.28
1432	-37.47
1431	-37.45
1430	-39.21
1429	-39.84
1428	-39.07
1427	-38.01
1426	-41.39
1425	-39.23
1424	-39.06
1423	-41.72
1422	-41.95
1421	-38.86
1420	-39.11
1419	-35.74
1418	-39.37
1417	-39.24
1416	-35.91
1415	-39.03
1414	-37.51
1413	-37.18
1412	-35.53
1411	-36.31
1410	-34.76
1409	-37.56
1408	-36.53
1407	-34.63
1406	-37.66
1405	-41.6
1404	-37.52
1403	-37.82
1402	-40.48
1401	-36.43
1400	-38.58
1399	-36.39
1398	-38.01
1397	-36.61
1396	-36.72
1395	-35.74
1394	-38.4
1393	-37.77
1392	-39.39
1391	-37.17
1390	-40.5
1389	-36.53
1388	-37.73
1387	-36.92
1386	-39.02
1385	-41.2
1384	-37.76
1383	-37.25
1382	-39.69
1381	-39.82
1380	-38.7
1379	-40.89
1378	-39.56
1377	-36.68
1376	-36.81
1375	-37.89
1374	-37.05
1373	-38.87
1372	-36.49
1371	-38.23
1370	-36.1
1369	-36.33
1368	-40.63
1367	-37.19
1366	-37.88
1365	-38.53
1364	-37.03
1363	-39.96
1362	-38.61
1361	-37.3
1360	-40.61
1359	-37.56
1358	-37.92
1357	-36.5
1356	-41.87
1355	-38.13
1354	-37.4
1353	-39.81
1352	-39.16
1351	-38.54
1350	-39.46
1349	-38.96
1348	-37.13
1347	-39.35
1346	-35.95
1345	-36.59
1344	-36.76
1343	-38.21
1342	-35.55
1341	-39.2
1340	-41.56
1339	-37.94
1338	-35.72
1337	-39.88
1336	-39.54
1335	-37.55
1334	-37.78
1333	-37.61
1332	-37.01
1331	-39.91
1330	-38.48
1329	-37.88
1328	-39.08
1327	-36.41
1326	-33.62
1325	-40.49
1324	-37.96
1323	-40.17
1322	-39.47
1321	-38.66
1320	-35.2
1319	-38.73
1318	-39.18
1317	-38.32
1316	-38.52
1315	-37.25
1314	-39.24
1313	-39.33
1312	-36.75
1311	-37.63
1310	-39.16
1309	-35.96
1308	-35.4
1307	-36.75
1306	-37.79
1305	-37.08
1304	-39.01
1303	-38.05
1302	-38.06
1301	-40.42
1300	-36.39
1299	-36.91
1298	-38.7
1297	-36.81
1296	-37.59
1295	-36.94
1294	-39.54
1293	-40.32
1292	-34.7
1291	-37.77
1290	-39.17
1289	-40.08
1288	-36.15
1287	-37.58
1286	-38.13
1285	-37.51
1284	-38.53
1283	-34.75
1282	-38.89
1281	-36.42
1280	-37.83
1279	-38.24
1278	-40.24
1277	-39.21
1276	-37.48
1275	-38.71
1274	-39.71
1273	-36.98
1272	-38.05
1271	-38.58
1270	-34.48
1269	-36.33
1268	-37.21
1267	-38.9
1266	-39.34
1265	-38.68
1264	-38.45
1263	-37.16
1262	-40.26
1261	-40.55
1260	-38.9
1259	-38.56
1258	-41.94
1257	-37.59
1256	-39.08
1255	-38.39
1254	-33.03
1253	-37.34
1252	-40.51
1251	-37.46
1250	-33.67
1249	-38.57
1248	-38.53
1247	-39.33
1246	-34.73
1245	-40.78
1244	-38.16
1243	-36.18
1242	-36.72
1241	-36.4
1240	-38.99
1239	-38.13
1238	-36.1
1237	-38.95
1236	-37.12
1235	-36.22
1234	-37.21
1233	-39.16
1232	-39.13
1231	-37.36
1230	-37.65
1229	-38.75
1228	-38.24
1227	-38.27
1226	-37.14
1225	-35.25
1224	-35.19
1223	-37.74
1222	-37.93
1221	-34.93
1220	-39.51
1219	-37.09
1218	-39.33
1217	-38.91
1216	-37.23
1215	-38.62
1214	-37.91
1213	-40.21
1212	-38.18
1211	-39.27
1210	-34.81
1209	-38.85
1208	-37.68
1207	-39.48
1206	-36.11
1205	-37.68
1204	-36.53
1203	-43.34
1202	-39.69
1201	-41.46
1200	-36.03
1199	-38
1198	-36.67
1197	-39.73
1196	-40.55
1195	-41.11
1194	-40.75
1193	-36.37
1192	-40.19
1191	-41.07
1190	-40.06
1189	-38.3
1188	-36.06
1187	-41.24
1186	-40.56
1185	-40.33
1184	-40.13
1183	-39.7
1182	-37.46
1181	-37.66
1180	-40.63
1179	-39.83
1178	-37.79
1177	-37.42
1176	-36.83
1175	-36.9
1174	-37.6
1173	-37.51
1172	-39.12
1171	-38.84
1170	-36.98
1169	-38.18
1168	-39.83
1167	-37.67
1166	-39.38
1165	-36.44
1164	-36.15
1163	-38.37
1162	-38.82
1161	-36.58
1160	-36
1159	-38.99
1158	-37.94
1157	-37.71
1156	-36.63
1155	-40.31
1154	-39.44
1153	-40.97
1152	-39.6
1151	-38.13
1150	-38.9
1149	-38.81
1148	-39.87
1147	-37.35
1146	-38.46
1145	-36.4
1144	-38.61
1143	-35.39
1142	-39
1141	-37.35
1140	-38.25
1139	-38.42
1138	-36.59
1137	-35.76
1136	-37.75
1135	-39.3
1134	-34.83
1133	-36.28
1132	-37.03
1131	-37.3
1130	-38.16
1129	-36.62
1128	-36.56
1127	-36.59
1126	-37.1
1125	-37.72
1124	-36.34
1123	-38.66
1122	-36.52
1121	-39.67
1120	-36.75
1119	-35.72
1118	-39.29
1117	-36.91
1116	-37.96
1115	-38.72
1114	-43.07
1113	-39.85
1112	-37.09
1111	-37.8
1110	-37.69
1109	-39.6
1108	-38.09
1107	-37.57
1106	-40.77
1105	-38.84
1104	-37.74
1103	-37.77
1102	-40.37
1101	-42.21
1100	-36.2
1099	-35.4
1098	-38.72
1097	-38.23
1096	-35.49
1095	-36
1094	-39.08
1093	-36.94
1092	-36.96
1091	-39.35
1090	-36.64
1089	-38.95
1088	-36.84
1087	-36.21
1086	-36.87
1085	-38.9
1084	-38.03
1083	-38.48
1082	-35.3
1081	-37.38
1080	-39.71
1079	-38.96
1078	-36.91
1077	-37.25
1076	-36.12
1075	-37.01
1074	-37.21
1073	-39.75
1072	-37.45
1071	-36.79
1070	-38.58
1069	-36.28
1068	-36.17
1067	-40.06
1066	-37.77
1065	-38.73
1064	-39.17
1063	-39.76
1062	-38.82
1061	-37.12
1060	-39.84
1059	-37.29
1058	-40.15
1057	-34.4
1056	-37.95
1055	-39.62
1054	-37.82
1053	-36.16
1052	-38.21
1051	-37.67
1050	-36.75
1049	-34.87
1048	-37.82
1047	-38.3
1046	-37.97
1045	-38.57
1044	-35.91
1043	-35.29
1042	-38.48
1041	-38.92
1040	-37.48
1039	-36.49
1038	-37.14
1037	-36.31
1036	-36.27
1035	-36.9
1034	-38.05
1033	-37.7
1032	-39.95
1031	-37.51
1030	-38.39
1029	-39.49
1028	-39.04
1027	-40.56
1026	-37.49
1025	-35.69
1024	-38.58
1023	-38.88
1022	-37.28
1021	-36.59
1020	-35.2
1019	-37.81
1018	-35.7
1017	-38.67
1016	-36.55
1015	-35.83
1014	-40.36
1013	-36.89
1012	-41.11
1011	-37.92
1010	-36.99
1009	-36.64
1008	-41.21
1007	-39.18
1006	-33.48
1005	-37.2
1004	-38.15
1003	-35.26
1002	-37.86
1001	-38.44
1000	-38.88
999	-38.21
998	-37.68
997	-39.35
996	-38.1
995	-38.86
994	-37.92
993	-35.13
992	-36.14
991	-37.24
990	-38.25
989	-38.24
988	-39.3
987	-38.37
986	-37.77
985	-38.92
984	-38.9
983	-37.56
982	-38.58
981	-38.48
980	-36.06
979	-37
978	-35.59
977	-37.15
976	-38.97
975	-37.17
974	-39.47
973	-38.28
972	-37.4
971	-38.92
970	-34.68
969	-36.37
968	-41.47
967	-36.86
966	-36.71
965	-39.47
964	-35.16
963	-36.28
962	-35.87
961	-34.8
960	-34.93
959	-37.58
958	-35.81
957	-34.55
956	-37.9
955	-37.51
954	-38.52
953	-38.31
952	-40.59
951	-35.4
950	-35.15
949	-38.89
948	-40.75
947	-38.52
946	-36.05
945	-39.37
944	-36.16
943	-37.25
942	-36.64
941	-39.48
940	-38.21
939	-37.14
938	-36.72
937	-39.94
936	-41.38
935	-40.03
934	-36.85
933	-35.9
932	-35.96
931	-37.52
930	-40.6
929	-36.71
928	-36.56
927	-37.96
926	-36.39
925	-36.92
924	-36.37
923	-37.64
922	-39.8
921	-35.24
920	-36.28
919	-38.45
918	-35.42
917	-38.98
916	-40.05
915	-38.53
914	-38.71
913	-38.08
912	-38.56
911	-36.25
910	-34.84
909	-35.37
908	-34.99
907	-36.68
906	-37.11
905	-35.39
904	-36.83
903	-38.22
902	-35.69
901	-35.95
900	-37.11
899	-39.22
898	-39
897	-38.56
896	-37.27
895	-37.36
894	-37.26
893	-37.3
892	-38.6
891	-38.44
890	-39.12
889	-35.96
888	-38.99
887	-39.1
886	-36.51
885	-40.14
884	-38.88
883	-40.35
882	-39.96
881	-38.65
880	-37.32
879	-36.88
878	-37.91
877	-37.53
876	-38.5
875	-39.47
874	-36.27
873	-39.11
872	-36.67
871	-36.04
870	-37.46
869	-37.85
868	-39.82
867	-39.2
866	-36.21
865	-37.76
864	-37.9
863	-39.03
862	-37.62
861	-37.55
860	-38.3
859	-40.98
858	-38.53
857	-38.46
856	-37.95
855	-36.54
854	-39.47
853	-38.55
852	-34.89
851	-34.45
850	-36.92
849	-40.94
848	-39.66
847	-37.54
846	-37.6
845	-38.04
844	-37.05
843	-35.42
842	-38.03
841	-35.2
840	-37.48
839	-35.92
838	-37.17
837	-35.66
836	-37.45
835	-37.34
834	-38.23
833	-36.55
832	-38.84
831	-37.37
830	-39.49
829	-38.83
828	-35.52
827	-36.88
826	-39.3
825	-37.81
824	-36.79
823	-38.64
822	-36.44
821	-36.53
820	-39.59
819	-35.44
818	-37.26
817	-36.65
816	-38.41
815	-36.54
814	-39.11
813	-38.46
812	-38.12
811	-39.4
810	-38.22
809	-36.73
808	-39.32
807	-39.16
806	-37.36
805	-39.15
804	-39.6
803	-40.12
802	-37.09
801	-37.59
800	-39.29
799	-36.61
798	-36.35
797	-34.58
796	-39.4
795	-41.97
794	-41.58
793	-36.56
792	-37.28
791	-36.36
790	-37.37
789	-36.36
788	-38.7
787	-36.05
786	-36.7
785	-38.36
784	-39.09
783	-36.36
782	-35.99
781	-38.29
780	-38.51
779	-41
778	-39.12
777	-37.87
776	-35.15
775	-35.85
774	-37.98
773	-35.08
772	-37.39
771	-39.81
770	-36.01
769	-36.72
768	-37.72
767	-35.61
766	-36.06
765	-36.55
764	-37.06
763	-35.88
762	-37.13
761	-38.01
760	-34.58
759	-33.88
758	-36.05
757	-39.01
756	-37.79
755	-38.43
754	-34.5
753	-37.17
752	-40.04
751	-34.86
750	-36.71
749	-36.41
748	-34.6
747	-37.2
746	-37.08
745	-35.94
744	-37.91
743	-35.15
742	-37.5
741	-36.77
740	-40.57
739	-37.78
738	-40.21
737	-38.5
736	-37.49
735	-35.8
734	-35.66
733	-36.47
732	-37.7
731	-37.27
730	-37.57
729	-38.78
728	-37.61
727	-35.95
726	-36.77
725	-36.51
724	-37.89
723	-38.9
722	-37.46
721	-37.94
720	-37.35
719	-36.52
718	-36.75
717	-33.05
716	-36.74
715	-36.77
714	-38.04
713	-35.67
712	-35.3
711	-38.34
710	-36.9
709	-41.5
708	-38.64
707	-38.86
706	-40.23
705	-38.91
704	-39.4
703	-37.7
702	-36.29
701	-37.78
700	-40.01
699	-39.7
698	-38.31
697	-39.01
696	-40.44
695	-38.4
694	-35.4
693	-37.5
692	-35.44
691	-40.13
690	-37.83
689	-36.68
688	-36.78
687	-36.53
686	-37.63
685	-32.82
684	-37.77
683	-37.75
682	-37.21
681	-36.58
680	-38.62
679	-40.53
678	-40.14
677	-39.59
676	-37.57
675	-38.69
674	-35.94
673	-35.31
672	-38.22
671	-37.24
670	-35.9
669	-36.46
668	-38.4
667	-37.98
666	-41.03
665	-35.09
664	-37.87
663	-39.19
662	-36.4
661	-34.91
660	-37.9
659	-37.91
658	-35.69
657	-36.51
656	-36.02
655	-37.49
654	-36.8
653	-35.32
652	-36.76
651	-37.98
650	-39.28
649	-38.74
648	-35.96
647	-39.13
646	-39.43
645	-36.04
644	-37.56
643	-36.47
642	-37.14
641	-37.06
640	-34.92
639	-35.8
638	-35.4
637	-38.48
636	-36.55
635	-35.74
634	-37.52
633	-38
632	-36.51
631	-35.36
630	-37.6
629	-39.31
628	-38.97
627	-37.43
626	-39.44
625	-40.44
624	-39.37
623	-37.56
622	-38.73
621	-38.39
620	-37.33
619	-37.57
618	-36.79
617	-37.68
616	-36.23
615	-39.6
614	-36.88
613	-38.67
612	-38.68
611	-35.54
610	-36.74
609	-36.74
608	-37.89
607	-38.75
606	-38.06
605	-36.42
604	-38.4
603	-37.57
602	-35.17
601	-37.69
600	-38.71
599	-38.29
598	-38.69
597	-37.07
596	-37.58
595	-38.19
594	-37.54
593	-36.38
592	-36.18
591	-37.49
590	-39.62
589	-38.01
588	-42.3
587	-35.54
586	-38.56
585	-36.58
584	-37.6
583	-38.27
582	-37.65
581	-38.36
580	-35.66
579	-35.84
578	-38.52
577	-38.09
576	-41.65
575	-41.3
574	-40.03
573	-38.09
572	-38.25
571	-39.48
570	-39.21
569	-37.83
568	-36.47
567	-39.24
566	-41.88
565	-33.92
564	-36.62
563	-37.44
562	-39
561	-38.63
560	-38.54
559	-38.13
558	-38.09
557	-35.08
556	-35.67
555	-35.42
554	-36.56
553	-35.8
552	-36.14
551	-36.52
550	-36.77
549	-35.94
548	-33.95
547	-37.27
546	-39.08
545	-38.08
544	-38.74
543	-37.05
542	-38.27
541	-40.32
540	-37.29
539	-35.6
538	-38.96
537	-35.18
536	-40.42
535	-39.66
534	-37.5
533	-37.49
532	-39.12
531	-38.9
530	-39.26
529	-38.12
528	-38.37
527	-36.69
526	-36.12
525	-37.75
524	-38.92
523	-37.69
522	-41.23
521	-38.78
520	-37.84
519	-36.26
518	-36.73
517	-38.33
516	-37.69
515	-38.21
514	-36.55
513	-38.98
512	-38.44
511	-40.16
510	-36.63
509	-38.46
508	-40.41
507	-41.22
506	-38.84
505	-35.71
504	-38.37
503	-39.06
502	-36.66
501	-38.05
500	-40.18
499	-37.45
498	-37.15
497	-36.2
496	-37.88
495	-37.11
494	-37.07
493	-36.57
492	-39.98
491	-36.09
490	-40.31
489	-37.47
488	-37.39
487	-38.17
486	-40.87
485	-38.61
484	-36.66
483	-38.03
482	-39.04
481	-41.12
480	-39.92
479	-36.77
478	-40.19
477	-36.78
476	-38.91
475	-39.71
474	-40
473	-39.58
472	-37.81
471	-35.75
470	-35.76
469	-39.78
468	-38.36
467	-38.35
466	-36.71
465	-35.65
464	-36.76
463	-37.82
462	-39.96
461	-37.87
460	-36.42
459	-39.67
458	-41.36
457	-42.63
456	-37.53
455	-34.11
454	-39.59
453	-39.61
452	-37.95
451	-34.12
450	-35.78
449	-36.43
448	-38.26
447	-38.75
446	-37.88
445	-37.73
444	-34.58
443	-38.57
442	-38.24
441	-36.94
440	-37.39
439	-36.42
438	-38.54
437	-34.86
436	-36.54
435	-37.29
434	-38.88
433	-38.55
432	-37.61
431	-37.93
430	-38.09
429	-36.58
428	-34.98
427	-36.78
426	-38.45
425	-36.63
424	-38.82
423	-33.19
422	-34.7
421	-36.85
420	-37.17
419	-37.25
418	-36.38
417	-37.12
416	-38.48
415	-37.67
414	-38.12
413	-37.93
412	-35.33
411	-36.67
410	-37.64
409	-38.34
408	-35.51
407	-36
406	-36.06
405	-36.79
404	-36.92
403	-36.3
402	-37.36
401	-34.62
400	-36.6
399	-39.14
398	-37.1
397	-36.88
396	-39.8
395	-38.51
394	-38.3
393	-39.61
392	-40.5
391	-38.89
390	-35.78
389	-37.64
388	-40.14
387	-39.14
386	-38.13
385	-34.49
384	-35.54
383	-38.48
382	-36.9
381	-36.5
380	-36.82
379	-38.92
378	-36.73
377	-37.58
376	-38.98
375	-37.07
374	-37.14
373	-35.99
372	-39.79
371	-38.06
370	-36.33
369	-37.23
368	-37.87
367	-36.47
366	-36.82
365	-37.21
364	-38.11
363	-36.97
362	-37.01
361	-37.84
360	-37.66
359	-40.81
358	-36.31
357	-36.94
356	-38.27
355	-36.51
354	-39.81
353	-36.91
352	-39.8
351	-38.04
350	-34.73
349	-36.37
348	-37.33
347	-37.83
346	-39.35
345	-39.12
344	-36.86
343	-38.32
342	-38.74
341	-37.39
340	-37.11
339	-35.8
338	-35.6
337	-40.65
336	-36.74
335	-40.05
334	-36.47
333	-35.78
332	-36.14
331	-37.55
330	-38.75
329	-35.08
328	-39.16
327	-38.32
326	-36.64
325	-37.97
324	-35.16
323	-37.74
322	-39.9
321	-38.68
320	-37.5
319	-41.05
318	-40
317	-38.25
316	-37.29
315	-38.06
314	-38.18
313	-38.61
312	-37.62
311	-39.2
310	-34.97
309	-38.39
308	-37.47
307	-36.81
306	-39.66
305	-37.12
304	-37.98
303	-34.19
302	-37.38
301	-34.78
300	-36.47
299	-37.01
298	-36.1
