# Archive/proxy
#	Ice core
#--------------------
# Contribution Date
#	Date: 2012-03-13 18:13:57
#--------------------
# Title
#	Study Name: Crête  Ice core d18O
#--------------------
#	Investigators: 
#--------------------
# Description and Notes
#--------------------
# Publication
#	Citation: Vinther, B.M. and Jones, P.D. and Briffa, K.R. and Clausen, H.B. and Andersen, K.K. and Dahl-Jensen, D. and Johnsen, S.J.
#	Journal Name: Quaternary Science Reviews
#	Published Title: Climatic signals in multiple highly resolved stable isotope records from Greenland
#	Published Date: 2010
#	DOI: 10.1016/j.quascirev.2009.11.002
#	Abstract: 
#----------------------
#	Science Keywords: PAGES 2k Network, PAGES Arctic 2k, Arctic 2k, temperature, annual resolution
#-------------------- 
# Site Name
#	Region: Greenland
#	Country: 
#	Northmost Latitude: 71.12
# 	Southmost Latitude: 71.12
# 	Eastmost Longitute: -37.32
# 	Westmost Longitute: -37.32
# 	Elevation: 3172
#------------------
# Data Collection  
#	Core Name: Crête
#	First Year: 553
#	Last Year: 1973
#	Time Unit: AD
#------------------
#  Searchable Controlled Keywords
#	>ice core>oxygen isotopes>delta 18O per mille 
#----------------
# Variables 
#	age_AD	Age (years AD)
#	d18OiceSMOW	delta18O ice (per mil SMOW)
# 
age_AD	d18OiceSMOW
1894	-38.64
1893	-35.2
1892	-36.62
1891	-37.34
1890	-37.98
1889	-38.68
1888	-35.17
1887	-38.17
1886	-40.12
1885	-40.52
1884	-37.73
1883	-38.33
1882	-39.85
1881	-37.87
1880	-36.09
1879	-36.44
1878	-37.1
1877	-38.08
1876	-35.14
1875	-35.01
1874	-40.13
1873	-34.63
1872	-36.52
1871	-37.33
1870	-41.37
1869	-35.98
1868	-33.78
1867	-37.93
1866	-36.58
1865	-35.87
1864	-39.14
1863	-40.1
1862	-36.99
1861	-37.48
1860	-37.63
1859	-36.72
1858	-38.22
1857	-37.86
1856	-35.19
1855	-36.45
1854	-36.92
1853	-35.51
1852	-33.87
1851	-35.26
1850	-37.37
1849	-38.39
1848	-36.73
1847	-35.05
1846	-38.07
1845	-39.04
1844	-36.18
1843	-34.79
1842	-38.8
1841	-35.05
1840	-34.82
1839	-36.24
1838	-36.55
1837	-37.96
1836	-38.51
1835	-36.28
1834	-38.5
1833	-36.34
1832	-37.18
1831	-34.78
1830	-36.43
1829	-37.24
1828	-36.46
1827	-37.68
1826	-39.73
1825	-38.58
1824	-35.47
1823	-39.2
1822	-42.14
1821	-36.22
1820	-36.17
1819	-39.61
1818	-38.19
1817	-38.23
1816	-37.55
1815	-36.13
1814	-40.04
1813	-39.18
1812	-37.22
1811	-39.43
1810	-35.7
1809	-36.6
1808	-35.71
1807	-37.58
1806	-36.89
1805	-34.81
1804	-37.51
1803	-39.57
1802	-36.05
1801	-37.27
1800	-34.76
1799	-35.76
1798	-36.07
1797	-36.55
1796	-37.89
1795	-37.51
1794	-37.87
1793	-38.65
1792	-36.53
1791	-39.62
1790	-36.45
1789	-36.24
1788	-37.57
1787	-34.43
1786	-37.49
1785	-35.65
1784	-36.39
1783	-37.78
1782	-36.09
1781	-38.02
1780	-34.89
1779	-38.05
1778	-39.09
1777	-36.31
1776	-38.6
1775	-34.87
1774	-36.41
1773	-37.48
1772	-33.01
1771	-38.17
1770	-39.12
1769	-36.05
1768	-36.57
1767	-35.9
1766	-36.33
1765	-35.12
1764	-36.01
1763	-37.44
1762	-37.45
1761	-39.36
1760	-35.63
1759	-38.49
1758	-37.12
1757	-37.67
1756	-39.26
1755	-36.4
1754	-37.07
1753	-35.99
1752	-36.08
1751	-36.92
1750	-38.3
1749	-39.12
1748	-34.31
1747	-38.5
1746	-37.69
1745	-35.64
1744	-37.32
1743	-37.38
1742	-36.68
1741	-39.74
1740	-34.28
1739	-36.83
1738	-39.5
1737	-39.62
1736	-35.74
1735	-40.25
1734	-35.84
1733	-36.07
1732	-35.09
1731	-33.39
1730	-34.6
1729	-34.55
1728	-35.33
1727	-35.89
1726	-36.58
1725	-37.06
1724	-40.14
1723	-38.55
1722	-36.11
1721	-38.68
1720	-37.16
1719	-36.92
1718	-37.58
1717	-33.12
1716	-35.26
1715	-37.2
1714	-35.12
1713	-37.14
1712	-35.63
1711	-36.23
1710	-33.16
1709	-36.94
1708	-36.35
1707	-37.82
1706	-36.4
1705	-39.92
1704	-38.4
1703	-40.24
1702	-36.93
1701	-38.41
1700	-35.67
1699	-37.49
1698	-36.15
1697	-37.7
1696	-37.01
1695	-36.28
1694	-37.09
1693	-37.95
1692	-36.38
1691	-38.41
1690	-36.63
1689	-40.28
1688	-38.86
1687	-35.87
1686	-36.98
1685	-36.83
1684	-32.62
1683	-35.79
1682	-38.08
1681	-38.14
1680	-40.13
1679	-36.85
1678	-36.64
1677	-38.96
1676	-35.54
1675	-34.16
1674	-33.36
1673	-37.25
1672	-36.08
1671	-39.09
1670	-36.37
1669	-37.15
1668	-40.26
1667	-33.67
1666	-35.37
1665	-35
1664	-37.51
1663	-33.86
1662	-37.73
1661	-37.24
1660	-35.61
1659	-38.86
1658	-36.22
1657	-33.34
1656	-40.5
1655	-35.79
1654	-37.61
1653	-38.1
1652	-36.45
1651	-36.49
1650	-34.51
1649	-33.77
1648	-35.08
1647	-36.57
1646	-35.82
1645	-37.15
1644	-39.07
1643	-37.66
1642	-40.98
1641	-35.97
1640	-36.98
1639	-34.93
1638	-39.06
1637	-38.7
1636	-40.12
1635	-35.83
1634	-39.83
1633	-38.96
1632	-36.8
1631	-38.97
1630	-35.37
1629	-37.54
1628	-36.21
1627	-35.72
1626	-37.37
1625	-38.49
1624	-37.56
1623	-36.71
1622	-36.36
1621	-34.96
1620	-37.02
1619	-35.64
1618	-34.68
1617	-36.54
1616	-38.44
1615	-35.23
1614	-36.56
1613	-35.56
1612	-34.8
1611	-36.9
1610	-35.51
1609	-36.39
1608	-34.03
1607	-37.32
1606	-36.05
1605	-40.1
1604	-37.07
1603	-36.4
1602	-39.2
1601	-34
1600	-37.32
1599	-37.52
1598	-40.55
1597	-35.63
1596	-37.73
1595	-36.66
1594	-36.85
1593	-39.65
1592	-36.05
1591	-37.22
1590	-34.9
1589	-37.18
1588	-36.64
1587	-33.52
1586	-35.01
1585	-35.36
1584	-39.4
1583	-37.2
1582	-34.84
1581	-35.39
1580	-36.87
1579	-38.06
1578	-34.6
1577	-37.58
1576	-38.96
1575	-37.79
1574	-36.98
1573	-34.11
1572	-38.1
1571	-35.96
1570	-33.32
1569	-33.55
1568	-40.38
1567	-34.99
1566	-37.79
1565	-34.59
1564	-36.95
1563	-36.64
1562	-34.25
1561	-40.66
1560	-38.27
1559	-35.73
1558	-37.17
1557	-35.18
1556	-36.58
1555	-36.44
1554	-37.65
1553	-36.15
1552	-33.67
1551	-36.05
1550	-34.97
1549	-34.29
1548	-35.97
1547	-36.86
1546	-36.57
1545	-37.59
1544	-36.32
1543	-38.41
1542	-36.57
1541	-37.25
1540	-36.88
1539	-35.17
1538	-35.16
1537	-35.88
1536	-39.9
1535	-37.52
1534	-35.57
1533	-36.34
1532	-34.18
1531	-36.88
1530	-34.69
1529	-38.25
1528	-35.82
1527	-35.07
1526	-40.01
1525	-36.14
1524	-35.6
1523	-34.18
1522	-35.88
1521	-34.03
1520	-35.56
1519	-37.59
1518	-37.23
1517	-35.32
1516	-36.84
1515	-34.94
1514	-37.47
1513	-38.1
1512	-36.64
1511	-39.16
1510	-35.32
1509	-36.48
1508	-35.49
1507	-35.7
1506	-37.12
1505	-37.19
1504	-36.33
1503	-38.39
1502	-37.19
1501	-35.64
1500	-38.27
1499	-35.62
1498	-39.23
1497	-35.3
1496	-34.71
1495	-36.41
1494	-35.57
1493	-36.84
1492	-38.05
1491	-36.08
1490	-35.36
1489	-35.53
1488	-37.25
1487	-36.95
1486	-38.16
1485	-37.85
1484	-36
1483	-38.52
1482	-37.9
1481	-36.51
1480	-36.1
1479	-36
1478	-36.09
1477	-37.69
1476	-36.32
1475	-36.16
1474	-38.97
1473	-38.86
1472	-37.31
1471	-40.24
1470	-37.23
1469	-34.26
1468	-38.86
1467	-37.78
1466	-37.5
1465	-36.38
1464	-35.53
1463	-37.92
1462	-35.9
1461	-39.53
1460	-38.06
1459	-38.14
1458	-34.22
1457	-33.84
1456	-34.73
1455	-39.63
1454	-35.98
1453	-37.22
1452	-37.53
1451	-36.57
1450	-36.17
1449	-35.83
1448	-37.98
1447	-37.82
1446	-35.75
1445	-35.7
1444	-37.71
1443	-36.49
1442	-38.98
1441	-39.74
1440	-38.32
1439	-35.09
1438	-38.29
1437	-33.71
1436	-37.75
1435	-33.75
1434	-35.94
1433	-38.5
1432	-36.29
1431	-35.67
1430	-35.55
1429	-37.94
1428	-40.21
1427	-35.39
1426	-35.28
1425	-38.32
1424	-36.05
1423	-37.28
1422	-36.39
1421	-36.16
1420	-37.11
1419	-34.27
1418	-33.17
1417	-37.88
1416	-37.06
1415	-39.2
1414	-34.53
1413	-37.13
1412	-36.2
1411	-36.39
1410	-34.57
1409	-35.33
1408	-36.45
1407	-34.5
1406	-35.52
1405	-38.62
1404	-36.88
1403	-34.87
1402	-42.07
1401	-36.18
1400	-36.94
1399	-36.09
1398	-34.46
1397	-36.14
1396	-33.36
1395	-34.85
1394	-37.33
1393	-37.31
1392	-37.7
1391	-38.55
1390	-36.03
1389	-33.81
1388	-36.63
1387	-36.42
1386	-36.59
1385	-37.64
1384	-33.83
1383	-35.95
1382	-38.03
1381	-39.69
1380	-40.34
1379	-36.28
1378	-39.03
1377	-38.78
1376	-39.03
1375	-36.38
1374	-36.73
1373	-38.61
1372	-35.35
1371	-39.93
1370	-35.86
1369	-35.81
1368	-38.32
1367	-36.84
1366	-36.36
1365	-39.24
1364	-39.62
1363	-35.69
1362	-35.08
1361	-36.75
1360	-36.17
1359	-36.06
1358	-34.72
1357	-36.91
1356	-38.38
1355	-34.64
1354	-37.26
1353	-36.5
1352	-40.27
1351	-35.77
1350	-36.69
1349	-36.17
1348	-33.78
1347	-35.85
1346	-35.3
1345	-37.82
1344	-37.15
1343	-36.74
1342	-35.88
1341	-38
1340	-33.79
1339	-35.09
1338	-35.54
1337	-36.99
1336	-38.5
1335	-33.53
1334	-40.7
1333	-35.83
1332	-39.79
1331	-36.96
1330	-35.28
1329	-37.07
1328	-38.72
1327	-36.8
1326	-35.68
1325	-34.58
1324	-34.92
1323	-35.9
1322	-40.23
1321	-37.12
1320	-38.81
1319	-34.94
1318	-35.03
1317	-41.13
1316	-36.69
1315	-37.85
1314	-38.07
1313	-37.69
1312	-33.1
1311	-37.44
1310	-36.27
1309	-36.8
1308	-34.82
1307	-34.34
1306	-34.29
1305	-38.75
1304	-37.91
1303	-36.42
1302	-38.39
1301	-34.63
1300	-37.22
1299	-35.97
1298	-40.5
1297	-32.67
1296	-37.77
1295	-33.52
1294	-38.2
1293	-40.18
1292	-37.14
1291	-37.6
1290	-36.73
1289	-37.05
1288	-41.07
1287	-36.93
1286	-34.38
1285	-37.69
1284	-39.88
1283	-35.24
1282	-35.63
1281	-36.19
1280	-37.56
1279	-36.58
1278	-37.3
1277	-39.8
1276	-35.99
1275	-35.76
1274	-37.5
1273	-35.77
1272	-34.77
1271	-37.23
1270	-36.38
1269	-32.78
1268	-38.69
1267	-36.37
1266	-39.15
1265	-35.29
1264	-36.58
1263	-39.96
1262	-36.86
1261	-35.99
1260	-36.08
1259	-35.45
1258	-40.34
1257	-35.85
1256	-36.3
1255	-37.13
1254	-33.17
1253	-35.63
1252	-39.45
1251	-34.21
1250	-34.75
1249	-30.86
1248	-36.84
1247	-38.39
1246	-37.32
1245	-35.98
1244	-34.25
1243	-39.17
1242	-34.23
1241	-36.26
1240	-36.21
1239	-36.98
1238	-36.1
1237	-36.51
1236	-38.51
1235	-38.09
1234	-36.2
1233	-36.06
1232	-38.64
1231	-36.78
1230	-39.3
1229	-41.98
1228	-37.81
1227	-36.01
1226	-39.42
1225	-38.1
1224	-36.03
1223	-32.97
1222	-36.73
1221	-34.64
1220	-31.04
1219	-37.97
1218	-35.38
1217	-37.67
1216	-35.06
1215	-36.45
1214	-36.47
1213	-34.72
1212	-35.39
1211	-35.63
1210	-38.26
1209	-36.24
1208	-32.76
1207	-36.63
1206	-36.83
1205	-37.32
1204	-35.76
1203	-36.93
1202	-35.97
1201	-37.12
1200	-39.09
1199	-34.16
1198	-39.89
1197	-35.57
1196	-37.6
1195	-40.38
1194	-33.27
1193	-37.29
1192	-39.04
1191	-40.74
1190	-36.91
1189	-37.04
1188	-34.9
1187	-39.33
1186	-37.84
1185	-37.65
1184	-37.5
1183	-36.26
1182	-35.72
1181	-37.01
1180	-36.54
1179	-36.58
1178	-37.28
1177	-37.66
1176	-35.68
1175	-34.97
1174	-35.69
1173	-35.21
1172	-37.4
1171	-37.3
1170	-33.32
1169	-41.6
1168	-36.29
1167	-39.63
1166	-35.21
1165	-38.1
1164	-35.82
1163	-37.28
1162	-35.12
1161	-37.13
1160	-35.99
1159	-38.43
1158	-39.49
1157	-37
1156	-38.39
1155	-37.09
1154	-35.46
1153	-37.25
1152	-38.45
1151	-36.95
1150	-38.8
1149	-39.09
1148	-37
1147	-32.55
1146	-35.49
1145	-36.5
1144	-35.17
1143	-38.69
1142	-34.89
1141	-34.64
1140	-34.67
1139	-35.83
1138	-35.07
1137	-35.05
1136	-36.92
1135	-35.41
1134	-33.26
1133	-34.3
1132	-34.16
1131	-34.47
1130	-37.5
1129	-39.28
1128	-35.19
1127	-37.73
1126	-35.78
1125	-33.81
1124	-37.75
1123	-33.9
1122	-34.81
1121	-38.34
1120	-35.2
1119	-37.29
1118	-36.64
1117	-34.88
1116	-38.83
1115	-35.6
1114	-39.08
1113	-39.09
1112	-34.7
1111	-38.22
1110	-35.83
1109	-38.51
1108	-35.26
1107	-35.79
1106	-37.17
1105	-37.52
1104	-35.76
1103	-35.38
1102	-39.75
1101	-37.37
1100	-36.16
1099	-36.5
1098	-35.76
1097	-38.56
1096	-33.38
1095	-35.43
1094	-37.08
1093	-40.37
1092	-37.14
1091	-37.07
1090	-36.54
1089	-37.89
1088	-35.57
1087	-34.98
1086	-35.81
1085	-39.61
1084	-36.69
1083	-36.58
1082	-36.95
1081	-33.82
1080	-36.98
1079	-37.31
1078	-40.44
1077	-39.86
1076	-36.29
1075	-34.84
1074	-37.67
1073	-35.3
1072	-37
1071	-39.16
1070	-35.59
1069	-35.4
1068	-37.58
1067	-37.62
1066	-37.24
1065	-38.29
1064	-39.28
1063	-37.45
1062	-36.22
1061	-36.57
1060	-38.86
1059	-34.8
1058	-37.29
1057	-37.64
1056	-34.43
1055	-40.16
1054	-34.35
1053	-35.42
1052	-38.49
1051	-36.51
1050	-35.59
1049	-37.49
1048	-34.11
1047	-36.3
1046	-38.68
1045	-34.37
1044	-36.2
1043	-31.62
1042	-35.55
1041	-38.42
1040	-37.01
1039	-36.96
1038	-33.98
1037	-37.67
1036	-35.38
1035	-37.69
1034	-37.81
1033	-37.53
1032	-37.27
1031	-35.41
1030	-34.62
1029	-39.14
1028	-37.81
1027	-37.35
1026	-36.72
1025	-38.3
1024	-39.08
1023	-35.38
1022	-38.22
1021	-37.6
1020	-36.72
1019	-35.73
1018	-36.16
1017	-38.34
1016	-36.18
1015	-34.64
1014	-37.49
1013	-33.99
1012	-38.19
1011	-37.29
1010	-36.9
1009	-34.75
1008	-36.81
1007	-36.8
1006	-35.46
1005	-38.28
1004	-32.2
1003	-34.46
1002	-38.57
1001	-37.64
1000	-35.38
999	-34.02
998	-36.22
997	-38.48
996	-36.86
995	-36.75
994	-37.55
993	-36.65
992	-35.52
991	-34.75
990	-36.95
989	-39.02
988	-35.84
987	-37.09
986	-34.95
985	-36.7
984	-37.29
983	-34.84
982	-36.86
981	-35.89
980	-38.34
979	-37.19
978	-36.14
977	-35.08
976	-39.36
975	-36.87
974	-34.9
973	-35.95
972	-40.07
971	-35.46
970	-36.57
969	-34.45
968	-34.03
967	-36.39
966	-37.82
965	-36.77
964	-35.83
963	-34.89
962	-39.17
961	-35.59
960	-38.51
959	-36.8
958	-34.08
957	-35.93
956	-35.98
955	-37.12
954	-36.7
953	-35.54
952	-35.49
951	-38.35
950	-34.69
949	-37.32
948	-36.55
947	-37.66
946	-34.57
945	-35.74
944	-35.2
943	-37.99
942	-36.7
941	-41.15
940	-37.21
939	-36.37
938	-33.06
937	-38.26
936	-36.71
935	-36.04
934	-33.31
933	-35.8
932	-34.48
931	-36.85
930	-34.39
929	-34.79
928	-37.08
927	-38.5
926	-37.65
925	-33.83
924	-36.44
923	-37.87
922	-38.58
921	-36.35
920	-35.04
919	-35.78
918	-36.69
917	-34.84
916	-37.46
915	-36.5
914	-37.12
913	-34.97
912	-37.09
911	-34.7
910	-33.88
909	-38.2
908	-35.44
907	-34.91
906	-37.92
905	-36.9
904	-33.4
903	-37.7
902	-34.92
901	-36.52
900	-37.26
899	-35.35
898	-39.55
897	-35.81
896	-35.62
895	-37.2
894	-36.27
893	-35.22
892	-33.46
891	-35.8
890	-38.77
889	-37.29
888	-38.35
887	-35
886	-35.72
885	-36.78
884	-38.14
883	-37.82
882	-35.13
881	-35.55
880	-32.82
879	-34.63
878	-37.46
877	-38.03
876	-36.56
875	-38.07
874	-39.36
873	-34.92
872	-35.13
871	-34.48
870	-36.98
869	-37.32
868	-35.12
867	-37.93
866	-32.96
865	-37.94
864	-37.25
863	-37.73
862	-37.07
861	-38.05
860	-40.32
859	-37.14
858	-36.19
857	-36.69
856	-34.82
855	-35.36
854	-36.44
853	-39.87
852	-37.53
851	-36.52
850	-34.73
849	-37.26
848	-39.36
847	-39.27
846	-36.61
845	-40.21
844	-34.77
843	-36.39
842	-35.22
841	-36.49
840	-36.07
839	-36.47
838	-36.03
837	-36.85
836	-37.53
835	-35.46
834	-39.4
833	-38.36
832	-38.8
831	-38.42
830	-38.31
829	-37.09
828	-35.05
827	-34.58
826	-37.56
825	-37.17
824	-37.12
823	-36.14
822	-36.67
821	-37.79
820	-36.68
819	-37.17
818	-35.56
817	-33.74
816	-36.18
815	-36.43
814	-37.06
813	-35.69
812	-37.96
811	-36.66
810	-35.73
809	-36.05
808	-35.73
807	-36.24
806	-38.21
805	-34.89
804	-38.05
803	-37.99
802	-36.89
801	-37.09
800	-37.35
799	-35.95
798	-34.85
797	-36.6
796	-35.61
795	-36.04
794	-37.9
793	-33.96
792	-35.67
791	-36.22
790	-35.57
789	-34.42
788	-38.63
787	-33.86
786	-37.58
785	-35.66
784	-33.18
783	-37.37
782	-35.34
781	-36.7
780	-37.62
779	-37.32
778	-35.06
777	-36.02
776	-37.97
775	-34.96
774	-37.94
773	-33.44
772	-36.32
771	-35.34
770	-36.1
769	-37.17
768	-36.5
767	-34.27
766	-34.98
765	-36.21
764	-33.24
763	-33.31
762	-36.47
761	-35.85
760	-35.68
759	-37.18
758	-34.61
757	-35.6
756	-38.85
755	-33.93
754	-33.67
753	-38.42
752	-38.59
751	-33.66
750	-38.1
749	-36.6
748	-37.63
747	-35.69
746	-38.25
745	-35.08
744	-40.17
743	-38.32
742	-38.13
741	-32.45
740	-37.82
739	-36.03
738	-36.23
737	-37.73
736	-35.36
735	-34.9
734	-37.99
733	-37.01
732	-37.22
731	-34.43
730	-38.28
729	-36.65
728	-35.09
727	-35
726	-37.6
725	-34.14
724	-37.17
723	-36.42
722	-35.88
721	-37.78
720	-38.74
719	-36.67
718	-35.5
717	-36.4
716	-37.19
715	-37.76
714	-36.53
713	-37.29
712	-35.67
711	-35.78
710	-35.01
709	-39.53
708	-38.05
707	-37.12
706	-39.32
705	-37.21
704	-36.62
703	-36.35
702	-39.78
701	-36.06
700	-37.42
699	-35.16
698	-34.27
697	-38.39
696	-37.55
695	-35.59
694	-33.57
693	-38.55
692	-36.02
691	-39.49
690	-36.67
689	-37.14
688	-34.97
687	-38.35
686	-35.47
685	-37.09
684	-40.28
683	-37.38
682	-38.01
681	-37.6
680	-39.25
679	-38.75
678	-39.66
677	-36.84
676	-33.22
675	-37.88
674	-35.29
673	-35.64
672	-38.23
671	-35.74
670	-32.98
669	-37.48
668	-38.03
667	-35.42
666	-37.13
665	-36.52
664	-39.1
663	-35.79
662	-36.35
661	-36.37
660	-36.82
659	-35.92
658	-35.84
657	-34.73
656	-35.97
655	-37.87
654	-36.92
653	-36.88
652	-35.4
651	-36.35
650	-36.76
649	-38.86
648	-35.38
647	-37.67
646	-36.47
645	-35
644	-37.44
643	-37.73
642	-36.9
641	-36.76
640	-34.53
639	-36.01
638	-38.73
637	-38.77
636	-33.48
635	-35
634	-36.51
633	-39.29
632	-35.09
631	-35.67
630	-36.11
629	-37.59
628	-39.17
627	-38.68
626	-36.32
625	-35.04
624	-36.75
623	-35.64
622	-37.21
621	-37.41
620	-38.56
619	-38.51
618	-38.04
617	-35.93
616	-35.62
615	-37.94
614	-35.95
613	-35.83
612	-39.35
611	-38.57
610	-37.64
609	-36.85
608	-37.53
607	-33.26
606	-39.05
605	-37.52
604	-38.05
603	-37.71
602	-37.3
601	-35.03
600	-34.09
599	-32.63
598	-35.99
597	-33.76
596	-34.8
595	-34.88
594	-34.41
593	-35.6
592	-34.24
591	-38.56
590	-37.44
589	-38.07
588	-39.18
587	-37.88
586	-38.39
585	-37.5
584	-34.96
583	-36.79
582	-37.26
581	-37.16
580	-40.26
579	-35.46
578	-35.43
577	-37.13
576	-41.43
575	-40.36
574	-34.72
573	-37.24
572	-37.39
571	-38.88
570	-34.63
569	-36.3
568	-35.56
567	-37.15
566	-34.7
565	-37.3
564	-37.97
563	-38.08
562	-36.22
561	-35.6
560	-36.81
559	-35.51
558	-36.8
557	-36.22
556	-35.66
555	-34.39
554	-38.61
553	-33.58
